BAS date epoch year locations length length_sigma transverse transverse_sigma horizontal horizonntal_sigma
BAS_LCL: 11NOV16XA EPOCH: 2011.87748 NYALES20/WETTZELL 3283002121.64 1.12 -6.08 1.91 7.78 5.8
BAS_LCL: 11NOV17XE EPOCH: 2011.88027 NYALES20/WETTZELL 3283002127.8 0.74 -10.76 0.92 -42.38 2.36
BAS_LCL: 11NOV21XA EPOCH: 2011.89105 NYALES20/WETTZELL 3283002130.49 1.12 -3.83 1.07 -13.17 3.68
BAS_LCL: 11NOV22XE EPOCH: 2011.89396 NYALES20/WETTZELL 3283002131.45 1.45 -22.78 1.46 -29.67 4.96
BAS_LCL: 11NOV28XA EPOCH: 2011.91022 NYALES20/WETTZELL 3283002127.02 0.89 -0.98 0.97 -13.12 3.19
BAS_LCL: 11NOV29XA EPOCH: 2011.91302 NYALES20/WETTZELL 3283002129.2 1.05 13.46 1.31 -26.29 3.41
BAS_LCL: 11DEC01XE EPOCH: 2011.9186 NYALES20/WETTZELL 3283002130.08 0.99 -17.96 1.09 -25.19 3.21
BAS_LCL: 11DEC05XA EPOCH: 2011.92938 NYALES20/WETTZELL 3283002132.12 1.33 -2.51 1.08 1.70 3.67
BAS_LCL: 11DEC06XA EPOCH: 2011.93218 NYALES20/WETTZELL 3283002131.99 1.24 24.12 1.14 0.03 3.28
BAS_LCL: 11DEC08XE EPOCH: 2011.93777 NYALES20/WETTZELL 3283002130.5 0.95 0.82 0.90 -6.39 2.71
BAS_LCL: 11DEC12XA EPOCH: 2011.94855 NYALES20/WETTZELL 3283002126.7 0.97 11.95 0.96 -23.01 3.46
BAS_LCL: 11DEC13XH EPOCH: 2011.95134 NYALES20/WETTZELL 3283002125.03 1.18 75.74 1.43 54.95 3.47
BAS_LCL: 11DEC15XE EPOCH: 2011.95693 NYALES20/WETTZELL 3283002129.16 1.01 3.31 1.13 -0.77 3.27
BAS_LCL: 11DEC19XA EPOCH: 2011.96771 NYALES20/WETTZELL 3283002128.82 1.13 5.80 1.10 -15.89 3.53
BAS_LCL: 11DEC20XA EPOCH: 2011.97051 NYALES20/WETTZELL 3283002128.94 1.23 26.42 1.13 -13.02 3.5
BAS_LCL: 11DEC21XE EPOCH: 2011.97336 NYALES20/WETTZELL 3283002129.19 1.54 -12.40 1.70 -25.50 4.9
BAS_LCL: 11DEC27XA EPOCH: 2011.98962 NYALES20/WETTZELL 3283002125.2 1.00 22.11 1.09 -51.27 3.46
BAS_LCL: 11DEC29XE EPOCH: 2011.99526 NYALES20/WETTZELL 3283002126.57 1.02 -18.31 1.17 -20.36 2.97
BAS_LCL: 12JAN03XA EPOCH: 2012.00878 NYALES20/WETTZELL 3283002128.91 1.04 17.67 0.92 -12.50 3.19
BAS_LCL: 12JAN05XE EPOCH: 2012.01443 NYALES20/WETTZELL 3283002126.67 1.59 -9.94 1.62 -33.66 4.69
BAS_LCL: 12JAN09XA EPOCH: 2012.02521 NYALES20/WETTZELL 3283002125.76 1.14 -0.42 1.05 9.76 3.28
BAS_LCL: 12JAN12XE EPOCH: 2012.03359 NYALES20/WETTZELL 3283002123.96 1.52 -23.25 1.35 -26.52 5.03
BAS_LCL: 12JAN16XA EPOCH: 2012.0438 NYALES20/WETTZELL 3283002125.95 1.39 -5.28 1.47 6.31 3.03
BAS_LCL: 12JAN17XA EPOCH: 2012.04711 NYALES20/WETTZELL 3283002122.72 1.13 3.99 0.89 -1.65 3.22
BAS_LCL: 12JAN19XE EPOCH: 2012.05307 NYALES20/WETTZELL 3283002128.28 1.37 23.21 1.26 -25.75 4.11
BAS_LCL: 12JAN23XA EPOCH: 2012.06354 NYALES20/WETTZELL 3283002124.75 1.19 22.77 1.19 -19.54 3.62
BAS_LCL: 12JAN24XA EPOCH: 2012.06633 NYALES20/WETTZELL 3283002127.32 0.93 13.55 0.74 -9.04 2.52
BAS_LCL: 12JAN26XE EPOCH: 2012.07192 NYALES20/WETTZELL 3283002132.12 1.28 -19.04 1.60 -26.19 4.08
BAS_LCL: 12JAN30XA EPOCH: 2012.08271 NYALES20/WETTZELL 3283002125.78 1.28 25.98 1.14 -24.02 3.69
BAS_LCL: 12FEB02XE EPOCH: 2012.09109 NYALES20/WETTZELL 3283002129.44 1.15 -19.14 1.22 -31.27 3.28
BAS_LCL: 12FEB06XA EPOCH: 2012.10187 NYALES20/WETTZELL 3283002124.3 1.11 10.42 1.08 -28.55 3.45
BAS_LCL: 12FEB08XA EPOCH: 2012.10746 NYALES20/WETTZELL 3283002130.53 1.62 30.70 1.20 11.11 3.98
BAS_LCL: 12FEB09XE EPOCH: 2012.11026 NYALES20/WETTZELL 3283002126.58 1.34 -19.45 2.12 -8.44 4.87
BAS_LCL: 12FEB13XA EPOCH: 2012.12103 NYALES20/WETTZELL 3283002126.23 0.80 31.95 1.04 -25.08 2.83
BAS_LCL: 12FEB14XH EPOCH: 2012.12383 NYALES20/WETTZELL 3283002121.04 1.73 25.80 1.47 -39.19 4.78
BAS_LCL: 12FEB16XE EPOCH: 2012.12942 NYALES20/WETTZELL 3283002127.22 0.96 -12.73 1.53 -15.67 3.84
BAS_LCL: 12FEB21XA EPOCH: 2012.14294 NYALES20/WETTZELL 3283002129.55 1.31 -42.03 1.43 -9.58 4.02
BAS_LCL: 12FEB23XE EPOCH: 2012.14859 NYALES20/WETTZELL 3283002125.96 1.27 -23.68 2.60 -25.02 4.55
BAS_LCL: 12FEB27XA EPOCH: 2012.15936 NYALES20/WETTZELL 3283002128.37 1.11 -0.61 1.10 10.11 3.45
BAS_LCL: 12MAR05XA EPOCH: 2012.17853 NYALES20/WETTZELL 3283002126.6 1.16 -9.51 1.95 -41.18 3.95
BAS_LCL: 12MAR08XE EPOCH: 2012.18692 NYALES20/WETTZELL 3283002125.36 1.41 -15.51 1.95 -21.87 4.62
BAS_LCL: 12MAR22XE EPOCH: 2012.22525 NYALES20/WETTZELL 3283002123.27 1.13 -10.84 1.46 -30.72 3.74
BAS_LCL: 12MAR26XA EPOCH: 2012.23602 NYALES20/WETTZELL 3283002127.28 0.91 -21.81 1.81 -37.08 3.35
BAS_LCL: 12MAR27XH EPOCH: 2012.23882 NYALES20/WETTZELL 3283002116.72 2.09 35.44 1.85 9.42 5.95
BAS_LCL: 12MAR28XA EPOCH: 2012.24161 NYALES20/WETTZELL 3283002127.42 1.56 6.24 5.30 -32.81 10.37
BAS_LCL: 12MAR29XE EPOCH: 2012.24441 NYALES20/WETTZELL 3283002127.01 1.23 5.14 1.28 4.90 3.9
BAS_LCL: 12APR02XA EPOCH: 2012.25519 NYALES20/WETTZELL 3283002124.16 0.84 33.22 1.04 -19.09 3.01
BAS_LCL: 12APR03XA EPOCH: 2012.25804 NYALES20/WETTZELL 3283002127.93 1.14 13.99 0.95 -23.00 3.34
BAS_LCL: 12APR10XA EPOCH: 2012.2771 NYALES20/WETTZELL 3283002127.62 1.05 48.88 1.13 -6.79 3.77
BAS_LCL: 12APR12XE EPOCH: 2012.28274 NYALES20/WETTZELL 3283002131.55 1.03 -12.65 0.94 -39.29 3.0
BAS_LCL: 12APR16XA EPOCH: 2012.29352 NYALES20/WETTZELL 3283002125.33 1.05 4.25 1.06 -4.75 3.16
BAS_LCL: 12APR18XA EPOCH: 2012.29911 NYALES20/WETTZELL 3283002130.1 1.37 23.35 1.09 7.84 3.98
BAS_LCL: 12APR19XE EPOCH: 2012.3019 NYALES20/WETTZELL 3283002128.17 1.22 7.44 1.70 -18.47 4.0
BAS_LCL: 12APR23XA EPOCH: 2012.31268 NYALES20/WETTZELL 3283002126.96 1.27 -0.74 2.66 -17.62 4.01
BAS_LCL: 12APR26XE EPOCH: 2012.32106 NYALES20/WETTZELL 3283002129.15 1.16 -30.75 1.17 -26.08 3.37
BAS_LCL: 12MAY02XA EPOCH: 2012.33733 NYALES20/WETTZELL 3283002126.88 1.30 -0.49 1.13 -12.95 3.7
BAS_LCL: 12MAY03XE EPOCH: 2012.34023 NYALES20/WETTZELL 3283002127.64 1.09 -19.56 1.27 -31.94 3.25
BAS_LCL: 12MAY07XA EPOCH: 2012.35101 NYALES20/WETTZELL 3283002128.05 1.15 34.69 1.29 -26.17 3.51
BAS_LCL: 12MAY08XH EPOCH: 2012.35381 NYALES20/WETTZELL 3283002123.11 1.97 57.68 1.66 -11.92 5.44
BAS_LCL: 12MAY09XA EPOCH: 2012.3566 NYALES20/WETTZELL 3283002125.81 1.65 -11.19 4.68 17.22 8.07
BAS_LCL: 12MAY10XE EPOCH: 2012.35939 NYALES20/WETTZELL 3283002126.99 1.03 -12.92 1.03 -30.17 3.35
BAS_LCL: 12MAY14XA EPOCH: 2012.37018 NYALES20/WETTZELL 3283002125.97 1.29 5.06 1.07 -8.05 3.8
BAS_LCL: 12MAY21XA EPOCH: 2012.38934 NYALES20/WETTZELL 3283002125.15 1.83 -0.00 1.51 2.66 5.49
BAS_LCL: 12MAY24XE EPOCH: 2012.39773 NYALES20/WETTZELL 3283002128.35 1.93 0.88 1.49 -2.03 5.29
BAS_LCL: 12MAY29XA EPOCH: 2012.41125 NYALES20/WETTZELL 3283002127.69 1.45 6.10 1.48 -15.54 4.55
BAS_LCL: 12MAY30XA EPOCH: 2012.4141 NYALES20/WETTZELL 3283002128.15 1.92 23.25 1.49 -44.96 5.16
BAS_LCL: 12MAY31XE EPOCH: 2012.41689 NYALES20/WETTZELL 3283002127.01 1.54 -24.37 1.26 -16.99 4.57
BAS_LCL: 12JUN05XA EPOCH: 2012.43041 NYALES20/WETTZELL 3283002125.85 1.31 4.64 1.17 -10.68 3.95
BAS_LCL: 12JUN07XE EPOCH: 2012.43606 NYALES20/WETTZELL 3283002126.19 1.73 -7.17 1.28 -13.77 4.99
BAS_LCL: 12JUN12XA EPOCH: 2012.44957 NYALES20/WETTZELL 3283002128.59 1.48 4.81 1.38 -16.32 4.67
BAS_LCL: 12JUN14XE EPOCH: 2012.45522 NYALES20/WETTZELL 3283002131.69 1.43 -20.71 1.49 -22.43 4.42
BAS_LCL: 12JUN18XA EPOCH: 2012.466 NYALES20/WETTZELL 3283002127.18 1.90 6.52 1.92 -8.26 6.78
BAS_LCL: 12JUN19XA EPOCH: 2012.46886 NYALES20/WETTZELL 3283002130.58 3.71 49.17 7.39 -80.42 17.89
BAS_LCL: 12JUN21XE EPOCH: 2012.47439 NYALES20/WETTZELL 3283002126.31 1.35 -32.81 1.55 -23.82 4.53
BAS_LCL: 12JUN25XA EPOCH: 2012.48517 NYALES20/WETTZELL 3283002126.54 1.13 33.07 1.16 -28.89 3.36
BAS_LCL: 12JUN27XA EPOCH: 2012.49076 NYALES20/WETTZELL 3283002126.27 1.75 32.94 1.48 -3.25 4.82
BAS_LCL: 12JUN28XE EPOCH: 2012.49356 NYALES20/WETTZELL 3283002134.4 1.10 -12.37 1.11 -49.57 3.15
BAS_LCL: 12JUL02XA EPOCH: 2012.50433 NYALES20/WETTZELL 3283002126.29 1.39 -3.65 1.46 7.44 4.29
BAS_LCL: 12JUL03XA EPOCH: 2012.50713 NYALES20/WETTZELL 3283002126.95 1.64 5.42 2.07 -2.70 8.83
BAS_LCL: 12JUL05XE EPOCH: 2012.51272 NYALES20/WETTZELL 3283002131.7 2.02 -24.21 1.59 -37.21 5.52
BAS_LCL: 12JUL09XA EPOCH: 2012.5235 NYALES20/WETTZELL 3283002129.61 1.43 11.80 1.31 -7.22 4.12
BAS_LCL: 12JUL10XA EPOCH: 2012.5263 NYALES20/WETTZELL 3283002131.54 1.58 36.33 1.32 6.34 5.02
BAS_LCL: 12JUL12XE EPOCH: 2012.53188 NYALES20/WETTZELL 3283002131.22 1.61 -22.23 1.37 -27.61 4.94
BAS_LCL: 12JUL16XA EPOCH: 2012.54266 NYALES20/WETTZELL 3283002128.36 1.24 15.26 1.05 -0.81 3.81
BAS_LCL: 12JUL19XE EPOCH: 2012.55105 NYALES20/WETTZELL 3283002131.14 1.57 3.61 1.30 -4.60 4.69
BAS_LCL: 12JUL23XA EPOCH: 2012.56183 NYALES20/WETTZELL 3283002130.64 1.30 9.88 1.38 -3.81 3.76
BAS_LCL: 12JUL24XH EPOCH: 2012.56462 NYALES20/WETTZELL 3283002132.91 1.63 58.85 1.84 34.60 5.5
BAS_LCL: 12JUL26XE EPOCH: 2012.57022 NYALES20/WETTZELL 3283002160.08 2.45 -29.42 2.42 39.47 7.45
BAS_LCL: 12JUL30XA EPOCH: 2012.58099 NYALES20/WETTZELL 3283002130.82 1.28 10.00 1.08 -2.59 3.46
BAS_LCL: 12AUG02XE EPOCH: 2012.58938 NYALES20/WETTZELL 3283002131.62 1.34 -8.92 1.49 -38.59 4.01
BAS_LCL: 12AUG20XA EPOCH: 2012.63849 NYALES20/WETTZELL 3283002127.92 1.59 6.00 1.43 -9.84 5.19
BAS_LCL: 12AUG22XA EPOCH: 2012.64408 NYALES20/WETTZELL 3283002132.49 1.87 25.19 1.37 -4.06 5.18
BAS_LCL: 12AUG23XE EPOCH: 2012.64687 NYALES20/WETTZELL 3283002124.93 1.47 -11.28 1.36 -27.21 4.2
BAS_LCL: 12AUG27XA EPOCH: 2012.65765 NYALES20/WETTZELL 3283002128.69 0.93 18.04 0.86 -24.60 3.12
BAS_LCL: 12AUG28XA EPOCH: 2012.66045 NYALES20/WETTZELL 3283002128.52 2.03 19.36 1.82 -15.40 6.66
BAS_LCL: 12AUG30XE EPOCH: 2012.66604 NYALES20/WETTZELL 3283002131.27 1.51 -13.46 1.42 -12.49 4.02
BAS_LCL: 12SEP03XA EPOCH: 2012.67625 NYALES20/WETTZELL 3283002134.8 1.68 -0.77 2.50 -16.64 10.87
BAS_LCL: 12SEP04XA EPOCH: 2012.67956 NYALES20/WETTZELL 3283002133.39 0.99 32.38 1.02 -18.21 3.31
BAS_LCL: 12SEP06XE EPOCH: 2012.68521 NYALES20/WETTZELL 3283002133.45 1.24 -36.35 1.21 -18.87 4.08
BAS_LCL: 12SEP10XA EPOCH: 2012.69598 NYALES20/WETTZELL 3283002129.85 1.02 18.98 0.92 -21.58 3.36
BAS_LCL: 12SEP11XH EPOCH: 2012.69878 NYALES20/WETTZELL 3283002126.33 1.86 31.59 1.88 32.30 5.92
BAS_LCL: 12SEP13XE EPOCH: 2012.70437 NYALES20/WETTZELL 3283002133.41 2.35 -28.06 1.56 -6.81 6.4
BAS_LCL: 12SEP17XA EPOCH: 2012.71515 NYALES20/WETTZELL 3283002125.93 1.63 6.40 1.31 -7.73 4.82
BAS_LCL: 12SEP20XE EPOCH: 2012.72353 NYALES20/WETTZELL 3283002132.21 1.49 3.30 1.08 2.94 4.08
BAS_LCL: 12SEP24XA EPOCH: 2012.73431 NYALES20/WETTZELL 3283002133.91 1.25 6.61 1.19 -16.53 3.93
BAS_LCL: 12SEP25XA EPOCH: 2012.73711 NYALES20/WETTZELL 3283002135.76 1.63 -14.25 1.32 -23.82 4.93
BAS_LCL: 12SEP27XE EPOCH: 2012.7427 NYALES20/WETTZELL 3283002131.78 1.15 -8.84 1.05 -16.11 3.62
BAS_LCL: 12OCT01XA EPOCH: 2012.75348 NYALES20/WETTZELL 3283002130.45 0.97 36.84 1.01 -30.55 3.09
BAS_LCL: 12OCT02XA EPOCH: 2012.75626 NYALES20/WETTZELL 3283002131.18 1.47 14.50 1.20 -27.00 4.66
BAS_LCL: 12OCT03XA EPOCH: 2012.75907 NYALES20/WETTZELL 3283002128.09 1.46 30.38 1.02 5.22 3.67
BAS_LCL: 12OCT04XE EPOCH: 2012.76186 NYALES20/WETTZELL 3283002132.45 1.15 -7.73 0.98 -29.91 3.34
BAS_LCL: 12OCT10XA EPOCH: 2012.77812 NYALES20/WETTZELL 3283002133.06 1.42 38.18 1.55 -30.30 4.25
BAS_LCL: 12OCT11XE EPOCH: 2012.78103 NYALES20/WETTZELL 3283002129.69 1.14 -21.62 0.84 -20.21 3.07
BAS_LCL: 12OCT15XA EPOCH: 2012.79181 NYALES20/WETTZELL 3283002133.54 0.98 20.02 0.77 -21.02 2.88
BAS_LCL: 12OCT16XH EPOCH: 2012.7946 NYALES20/WETTZELL 3283002124.07 2.11 71.41 1.68 1.85 6.27
BAS_LCL: 12OCT18XE EPOCH: 2012.80019 NYALES20/WETTZELL 3283002134.1 0.99 -19.03 1.01 -18.90 3.26
BAS_LCL: 12OCT29XA EPOCH: 2012.83014 NYALES20/WETTZELL 3283002131.56 1.32 46.90 1.74 24.10 4.23
BAS_LCL: 12NOV01XE EPOCH: 2012.83852 NYALES20/WETTZELL 3283002134.78 1.53 0.59 1.14 -0.78 4.39
BAS_LCL: 12NOV05XA EPOCH: 2012.8493 NYALES20/WETTZELL 3283002131.19 1.40 -43.82 2.14 -27.19 5.53
BAS_LCL: 12NOV08XE EPOCH: 2012.85768 NYALES20/WETTZELL 3283002129.6 1.49 -24.97 1.48 -7.67 5.71
BAS_LCL: 12NOV12XA EPOCH: 2012.86847 NYALES20/WETTZELL 3283002132.22 1.25 27.35 1.02 -36.90 3.8
BAS_LCL: 12NOV13XH EPOCH: 2012.87126 NYALES20/WETTZELL 3283002124.38 3.19 19.03 2.90 6.90 8.52
BAS_LCL: 12NOV15XE EPOCH: 2012.87685 NYALES20/WETTZELL 3283002130.86 1.31 -37.69 1.65 -35.47 4.63
BAS_LCL: 12NOV19XA EPOCH: 2012.88763 NYALES20/WETTZELL 3283002129.22 1.16 27.08 0.93 -17.21 3.37
BAS_LCL: 12NOV20XE EPOCH: 2012.89053 NYALES20/WETTZELL 3283002136.89 2.14 -29.38 1.58 -1.64 5.85
BAS_LCL: 12NOV22XA EPOCH: 2012.89528 NYALES20/WETTZELL 3283002130.17 1.80 2.75 1.62 -12.82 7.41
BAS_LCL: 12NOV26XA EPOCH: 2012.90679 NYALES20/WETTZELL 3283002131.98 0.92 34.78 1.06 -36.06 3.18
BAS_LCL: 12NOV27XA EPOCH: 2012.90959 NYALES20/WETTZELL 3283002128.98 1.05 19.63 0.86 -22.17 3.06
BAS_LCL: 12NOV29XE EPOCH: 2012.91518 NYALES20/WETTZELL 3283002129.47 0.94 -10.32 0.90 -32.03 2.74
BAS_LCL: 12DEC03XA EPOCH: 2012.92596 NYALES20/WETTZELL 3283002130.92 1.55 5.26 1.43 2.20 4.47
BAS_LCL: 12DEC05XA EPOCH: 2012.93155 NYALES20/WETTZELL 3283002129.91 2.41 1.78 1.73 10.43 6.91
BAS_LCL: 12DEC06XE EPOCH: 2012.93435 NYALES20/WETTZELL 3283002129.5 1.53 -14.15 1.38 -26.92 4.76
BAS_LCL: 12DEC10XA EPOCH: 2012.94513 NYALES20/WETTZELL 3283002128.41 1.44 35.49 1.36 -29.12 4.24
BAS_LCL: 12DEC11XA EPOCH: 2012.94793 NYALES20/WETTZELL 3283002131.48 1.65 38.26 1.25 43.52 4.62
BAS_LCL: 12DEC13XE EPOCH: 2012.95351 NYALES20/WETTZELL 3283002127.71 1.36 -10.17 1.47 -44.73 3.97
BAS_LCL: 12DEC18XA EPOCH: 2012.96703 NYALES20/WETTZELL 3283002127.53 1.21 16.44 1.13 -20.70 3.54
BAS_LCL: 12DEC20XE EPOCH: 2012.97268 NYALES20/WETTZELL 3283002125.89 1.73 -1.15 1.44 -11.14 4.49
BAS_LCL: 12DEC27XE EPOCH: 2012.99185 NYALES20/WETTZELL 3283002128.69 1.00 -13.10 0.85 -27.59 2.8
BAS_LCL: 13JAN02XA EPOCH: 2013.0081 NYALES20/WETTZELL 3283002134.43 1.04 -20.69 1.60 -21.20 3.51
BAS_LCL: 13JAN03XE EPOCH: 2013.01101 NYALES20/WETTZELL 3283002126.6 1.22 -12.92 1.37 -29.84 3.66
BAS_LCL: 13JAN07XA EPOCH: 2013.02179 NYALES20/WETTZELL 3283002126.96 1.06 30.28 0.97 -28.33 2.97
BAS_LCL: 13JAN09XA EPOCH: 2013.02738 NYALES20/WETTZELL 3283002127.03 1.60 23.66 1.44 5.48 4.1
BAS_LCL: 13JAN10XE EPOCH: 2013.03017 NYALES20/WETTZELL 3283002131.48 1.40 -26.92 1.62 -7.67 4.37
BAS_LCL: 13JAN15XA EPOCH: 2013.04369 NYALES20/WETTZELL 3283002129.03 1.22 7.11 1.42 1.06 4.16
BAS_LCL: 13JAN17XE EPOCH: 2013.04934 NYALES20/WETTZELL 3283002130.58 1.15 5.74 1.14 9.65 3.81
BAS_LCL: 13JAN21XB EPOCH: 2013.05955 NYALES20/WETTZELL 3283002128.66 1.84 3.10 3.38 -0.54 8.84
BAS_LCL: 13JAN22XA EPOCH: 2013.06286 NYALES20/WETTZELL 3283002128.38 1.02 2.98 1.40 8.34 3.23
BAS_LCL: 13JAN24XE EPOCH: 2013.0685 NYALES20/WETTZELL 3283002131.86 1.19 -22.53 1.42 -11.91 4.1
BAS_LCL: 13JAN28XA EPOCH: 2013.07928 NYALES20/WETTZELL 3283002128.0 1.19 21.54 0.98 -21.81 3.46
BAS_LCL: 13JAN29XA EPOCH: 2013.08208 NYALES20/WETTZELL 3283002130.64 0.87 41.10 0.97 22.23 3.23
BAS_LCL: 13JAN31XE EPOCH: 2013.08767 NYALES20/WETTZELL 3283002125.26 1.28 -26.19 1.15 -23.38 3.89
BAS_LCL: 13FEB04XA EPOCH: 2013.09845 NYALES20/WETTZELL 3283002126.21 1.30 4.59 1.36 7.76 4.03
BAS_LCL: 13FEB07XE EPOCH: 2013.10683 NYALES20/WETTZELL 3283002132.08 1.48 -23.65 1.23 -15.59 4.46
BAS_LCL: 13FEB12XA EPOCH: 2013.12035 NYALES20/WETTZELL 3283002122.15 1.13 -9.37 1.66 -13.15 3.43
BAS_LCL: 13FEB14XE EPOCH: 2013.126 NYALES20/WETTZELL 3283002129.56 0.71 19.43 0.77 -34.53 2.12
BAS_LCL: 13FEB18XA EPOCH: 2013.13678 NYALES20/WETTZELL 3283002129.17 0.90 4.72 1.36 0.17 2.77
BAS_LCL: 13FEB19XH EPOCH: 2013.13957 NYALES20/WETTZELL 3283002125.6 1.49 42.23 1.39 17.61 5.2
BAS_LCL: 13FEB21XE EPOCH: 2013.14516 NYALES20/WETTZELL 3283002126.08 1.58 -26.30 1.44 -19.78 4.79
BAS_LCL: 13FEB25XA EPOCH: 2013.15594 NYALES20/WETTZELL 3283002126.94 1.31 -27.80 1.39 -20.05 4.27
BAS_LCL: 13FEB28XE EPOCH: 2013.16433 NYALES20/WETTZELL 3283002127.29 1.67 -25.43 1.55 -29.83 4.61
BAS_LCL: 13MAR04XA EPOCH: 2013.1751 NYALES20/WETTZELL 3283002127.77 1.22 8.11 1.16 3.73 3.55
BAS_LCL: 13MAR07XE EPOCH: 2013.18349 NYALES20/WETTZELL 3283002126.69 1.16 4.43 1.15 3.04 3.47
BAS_LCL: 13MAR18XA EPOCH: 2013.21344 NYALES20/WETTZELL 3283002126.45 1.58 -2.97 1.98 -14.71 4.65
BAS_LCL: 13MAR20XA EPOCH: 2013.21903 NYALES20/WETTZELL 3283002123.21 2.26 6.41 4.31 29.68 16.08
BAS_LCL: 13MAR21XE EPOCH: 2013.22182 NYALES20/WETTZELL 3283002126.83 0.72 -12.70 0.98 -25.41 2.6
BAS_LCL: 13MAR25XA EPOCH: 2013.2326 NYALES20/WETTZELL 3283002127.59 0.86 30.61 0.95 -33.59 2.7
BAS_LCL: 13MAR26XE EPOCH: 2013.23551 NYALES20/WETTZELL 3283002127.68 0.93 -12.06 0.91 -31.69 2.77
BAS_LCL: 13APR02XA EPOCH: 2013.2545 NYALES20/WETTZELL 3283002126.12 0.76 20.21 0.73 -25.83 2.6
BAS_LCL: 13APR04XE EPOCH: 2013.26015 NYALES20/WETTZELL 3283002128.65 0.84 -22.10 1.74 -29.33 3.72
BAS_LCL: 13APR08XA EPOCH: 2013.27093 NYALES20/WETTZELL 3283002126.68 0.90 20.60 1.11 -23.19 3.09
BAS_LCL: 13APR09XA EPOCH: 2013.27373 NYALES20/WETTZELL 3283002128.13 1.01 16.76 0.74 -17.97 2.9
BAS_LCL: 13APR10XA EPOCH: 2013.27652 NYALES20/WETTZELL 3283002124.8 2.11 1.18 1.54 -9.90 5.41
BAS_LCL: 13APR11XE EPOCH: 2013.27932 NYALES20/WETTZELL 3283002130.24 1.41 0.17 1.47 -1.87 4.5
BAS_LCL: 13APR16XA EPOCH: 2013.29283 NYALES20/WETTZELL 3283002131.01 1.59 6.67 1.34 -3.90 4.57
BAS_LCL: 13APR18XE EPOCH: 2013.29848 NYALES20/WETTZELL 3283002130.9 1.12 -12.98 1.02 -27.31 3.12
BAS_LCL: 13APR22XA EPOCH: 2013.30926 NYALES20/WETTZELL 3283002129.04 1.05 12.82 0.92 -20.29 3.19
BAS_LCL: 13APR23XH EPOCH: 2013.31206 NYALES20/WETTZELL 3283002130.6 1.93 75.01 2.40 29.08 6.83
BAS_LCL: 13APR25XE EPOCH: 2013.31764 NYALES20/WETTZELL 3283002127.55 1.88 19.30 1.35 -78.52 5.22
BAS_LCL: 13APR29XA EPOCH: 2013.32843 NYALES20/WETTZELL 3283002125.36 1.35 -33.81 1.76 -30.28 4.88
BAS_LCL: 13MAY02XE EPOCH: 2013.33681 NYALES20/WETTZELL 3283002131.37 1.17 -25.85 1.45 -25.41 3.71
BAS_LCL: 13MAY06XA EPOCH: 2013.34702 NYALES20/WETTZELL 3283002132.7 1.60 1.19 1.47 -15.71 4.97
BAS_LCL: 13MAY07XA EPOCH: 2013.35033 NYALES20/WETTZELL 3283002128.61 1.48 -43.89 2.90 -28.09 4.91
BAS_LCL: 13MAY13XA EPOCH: 2013.36676 NYALES20/WETTZELL 3283002128.0 1.14 -27.18 1.05 -24.47 3.56
BAS_LCL: 13MAY14XA EPOCH: 2013.36955 NYALES20/WETTZELL 3283002129.99 1.79 -30.69 1.24 -3.33 5.82
BAS_LCL: 13MAY16XE EPOCH: 2013.37514 NYALES20/WETTZELL 3283002134.72 1.37 -13.00 1.30 -25.63 3.91
BAS_LCL: 13MAY21XA EPOCH: 2013.38866 NYALES20/WETTZELL 3283002128.51 1.59 -54.57 19.50 -35.21 29.89
BAS_LCL: 13MAY23XE EPOCH: 2013.3943 NYALES20/WETTZELL 3283002133.52 2.27 -30.30 1.72 -15.06 6.61
BAS_LCL: 13MAY28XA EPOCH: 2013.40782 NYALES20/WETTZELL 3283002127.58 1.68 -43.75 1.70 -19.93 5.04
BAS_LCL: 13MAY30XE EPOCH: 2013.41347 NYALES20/WETTZELL 3283002128.54 2.41 -45.14 2.10 -23.55 7.25
BAS_LCL: 13JUN03XA EPOCH: 2013.42425 NYALES20/WETTZELL 3283002125.83 1.71 -27.52 1.54 -31.11 5.1
BAS_LCL: 13JUN06XE EPOCH: 2013.43263 NYALES20/WETTZELL 3283002130.78 1.83 -26.32 1.41 -17.78 6.03
BAS_LCL: 13JUN10XA EPOCH: 2013.44341 NYALES20/WETTZELL 3283002131.6 1.41 -7.94 1.43 -37.14 4.82
BAS_LCL: 13JUN13XE EPOCH: 2013.4518 NYALES20/WETTZELL 3283002130.31 2.32 -30.21 1.71 -0.30 6.73
BAS_LCL: 13JUN17XA EPOCH: 2013.46258 NYALES20/WETTZELL 3283002133.74 1.83 -36.19 1.78 -24.45 5.45
BAS_LCL: 13JUN19XA EPOCH: 2013.46817 NYALES20/WETTZELL 3283002132.33 3.57 5.27 2.11 43.06 8.63
BAS_LCL: 13JUN20XE EPOCH: 2013.47097 NYALES20/WETTZELL 3283002141.1 1.58 -10.47 1.23 -7.95 4.58
BAS_LCL: 13JUN24XA EPOCH: 2013.48174 NYALES20/WETTZELL 3283002134.54 1.29 -35.29 1.07 -14.67 3.88
BAS_LCL: 13JUN25XH EPOCH: 2013.48454 NYALES20/WETTZELL 3283002125.25 2.66 38.00 1.90 5.28 7.94
BAS_LCL: 13JUN26XA EPOCH: 2013.48734 NYALES20/WETTZELL 3283002130.12 1.34 0.46 1.11 6.19 3.94
